دستگیری_نویسندگان_سایت_امروز_و_رویداد,Today's events arrests of journalist,A website dedicated to the banned (and incarcerated) individuals and companies in the journalism industry,Media and journalism,Invalid Site
فیس‌بوک,Facebook,--------------,Media and journalism,Invalid Site
گوگل+,Google+,Google's social media ,Media and journalism,Invalid Site
توییتر,Twitter,"An online social networking site used to share, communicate, and express thoughts, ideas, views, beliefs, and the like",Media and journalism,Invalid Site
1UP.com,1up.com,"A website where individuals podcast, discuss, chat, play, and do all things related to video games",Media and journalism,Invalid Site
صدا_و_سیمای_جمهوری_اسلامی_ایران,The Islamic Republic of Iran Broadcasting,The branch of Islamic Republic in charge of all things media within Iran,Media and journalism,Invalid Site
فیلترشکن,Proxy,--------------,Media and journalism,Invalid Site
جمعیت_آل_یاسین,The Recent Alliance,An NGO inside Iran with a mission to raise the country's societal IQ,Other,Invalid Site
دینامیت,Dynamite,A highly explosive concoction used to blow up things,Other,Invalid Site
لیدیا_زامنهوف,Lidia Zamenhof (d. 1904),Teacher and daughter of famous linguist Ludwig Zamenhof,Other,Invalid Site
کوی_دانشگاه_تهران,Tehran University dormitory,Location of major post-revolutionary student protest in 1999 and major raid after 2009 elections,Political,Invalid Site
پیامدهای_انتخابات_ریاست_جمهوری_دهم_ایران,Consequences of the Iranian presidential election,Article detailing post-2009 election events,Political,Invalid Site
مسعود_پدرام,Masoud Pedram,A national-religious activist and political prisoner whose been in and out of prison for his activism,Political,Invalid Site
مسعود_رجوی,Masoud Rajavi,Leader of MEK,Political,Invalid Site
مریم_رجوی,Maryam Rajavi,One of the leaders of MEK and President elect of National Council of Resistance,Political,Invalid Site
نیروی_مقاومت_سپاه_پاسداران_انقلاب_اسلامی,Iranian Revolutionary Guards Corps ,--------------,Political,Invalid Site
حمله_به_کوی_دانشگاه_تهران_(۱۸_تیر_۱۳۷۸),"July 8, 2008 Tehran University dorm attack",Plain clothed police aggressively attacked students at their dormitory because of their protests for the closing of Salam newspaper,Political,Invalid Site
حمله_به_خوابگاههای_دانشگاه_امیر_کبیر_(۱۸_تیر_۱۳۸۸),"July 8, 2009 Amir Kabir University dorm attack",Security forces aggressively attacked students at a dorm on the one year anniversary of similar attacks at Tehran University,Political,Invalid Site
حمله_به_کوی_دانشگاه_صنعتی_اصفهان_(۲۴_خرداد_۱۳۸۸),"June 14, 2009 Isfahan University dorm attack",Riot police aggressively attacked students at their dormitory because of their protests for the Presidential election results,Political,Invalid Site
حمله_به_کوی_دانشگاه_تهران_(۲۵_خرداد_۱۳۸۸),"June 15, 2009 Tehran University dorm attack",Plain clothed police aggressively attacked students at their dormitory because of their protests for the Presidential election results,Political,Invalid Site
بازداشت_فعالان_سیاسی_پس_از_انتخابات_ریاست_جمهوری_دهم,Post 2009 election arrests,A brief overview of how many people were detained and/or executed along with notable remarks,Political,Invalid Site
قتل‌های_زنجیره‌ای_ایران,Chain murders,A series of murders and disappearances from 1988 to 1998 by Iranian government operatives of Iranian dissident intellectuals who had been critical of the Islamic Republic system in some way.,Political,Invalid Site
محمد_ملکی,Mohammad Maleki,"Academic, pro-democracy advocate and former president of the University of Tehran",Political,Invalid Site
قاسم_شعله‌سعدی,Ghasem Sholeh Saadi,A lawyer and politician whose been incarcerated for speaking against Khamenei and protesting in 2009,Political,Invalid Site
احمد_میرعلائی,Ahmad Miralai (d. 1995),A well known translator who was murdered during the 10 year span of chain murders in Iran,Political,Invalid Site
احمد_تفضلی,Ahmad Tafazoli (d. 1997),Professor and linguist who was murdered during the 10 year span of chain murders in Iran,Political,Invalid Site
محمدجواد_امام,Mohammad Javad Imam,Arrested during the 2009 protests and forced to confess to a crime,Political,Invalid Site
مریم_نمازی,Maryam Namazi,Communist and women's rights activist,Political,Invalid Site
محمدرضا_معتمدنیا,Mohammad Reza Mehtmedenia ,A political activist and prisoner who was arrested and ill-treated for participating in the 2009 protests,Political,Invalid Site
سمیه_توحیدلو,Semi Tohidlu,A PhD student and campaign worker for Mousavi who was arrested and detained for unknown charges,Political,Invalid Site
محمدحسین_سهرابی_راد,Mohammad Hosein Sohrabi Rad,A political prisoner who documented conditions in prison and worked on a website,Political,Invalid Site
تقی_رحمانی,Taghi Rahmani,"A political activist, journalist, and aid to Karroubi who spent time in prison for his affiliation to Karroubi",Political,Invalid Site
فرشید_غواصیه,Farshid Ghavaseih,"An artist, actor, writer and former campaign member for Mousavi in 2009",Political,Invalid Site
عباس_حکیم‌زاده,Abas Hakimzadeh,A student political activist who was imprisoned twice and tortured for a confession,Political,Invalid Site
سیروس_زارع_زاده,Cyrus Zarezadeh,"A human rights and political prisoner activist who has been arrested, tortured, and abused",Political,Invalid Site
رامین_حسین_تهرانی,Ramin Hosein Tehrani,A political activist who was incarcerated at Evin prison along with his brother Rozbi,Political,Invalid Site
عشا_مومنی,Esha Momeni,A student (from an American University) activist who was arrested in 2008,Political,Invalid Site
مجتبا_پورمحسن,Mojtaba Pormahsan,A literary critic of the Islamic Republic who has served prison time,Political,Invalid Site
علی‌اکبر_سعیدی_سیرجانی,Aliakbar Saidi Sirjani (d. 1994),"A scholar, intellectual, and political activist who was critical of the Islamic Republic and wrote letters to Khomenei about his concerns",Political,Invalid Site
امیر_عباس_فخرآور,Amir Abbas Fakhravar,Student protester and political prisoner turned activist for the overthrow of Islamic Republic,Political,Invalid Site
ارژنگ_داوودی,Arjang Davoodi,A political activist who has been an outspoken critic of the regime and it's elite politicians,Political,Invalid Site
محمدرضا_جلایی‌پور,Mohammad Reza Jalipour,"Founder of The Third Wave, a campaign in support of Mousavi in 2009, which subsequently got him arrested ",Political,Invalid Site
ساناز_معتضدیان,Sanaz Motazedian,A banned artist and former campaign worker for Mousavi who was incarcerated for her activities post-election results,Political,Invalid Site
سعید_حجاریان,Saeed Hijarian,"A political activist, and member of the Islamic Iran Participation Front who has been attacked, arrested, hospitalized, and incarcerated for his involvement in the 2009 protests among other things",Political,Invalid Site
حسین_نورانی_نژاد,Hosein Nourinejad,"A political activist, journalist, and member of the Islamic Iran Participation Front who was arrested because of his work against the Islamic Republic",Political,Invalid Site
محسن_میردامادی,Mohsen Mirdamadi,"An activist and politician whose been in and out of prison for his newspaper, covering the 2009 protests, and meeting with protesters",Political,Invalid Site
علیرضا_رجایی,Alireza Rajai,A political activist and member of the National Religious Coalition whose been in and out of prison for his activities,Political,Invalid Site
عماد_بهاور,Emad Bahavar,"Active in the political scene, a political prisoner, and former campaign staff member of Mousavi's 2009 campaign",Political,Invalid Site
هاله_سحابی,Haleh Sahabi,"Was an Iranian democracy activist. She was the daughter of former Iranian MP and veteran opposition figure Ezzatollah Sahabi, and the granddaughter of Yadollah Sahabi. She died at her father's funeral as a result the blow she suffered on her side by the security officers. ",Political,Invalid Site
احمد_باطبی,Ahmad Batebi,Best known in the photo holding up a bloody shirt during the 1999 student protest,Political,Invalid Site
اکبر_کرمی,Akbar Karami,"A physician, author, scholar, and human rights activist, Karami has been outspoken against the ruling elite arrested post-2009",Political,Invalid Site
بهروز_جاوید_تهرانی,Behrouz Javid Tehrani,Student activist and political prisoner who has protested against the regime including the 2009 election results,Political,Invalid Site
حسین_زمان,Hosein Zaman,A singer and artist turned political activist and professor who has been outspoken since the age of 16 and a supporter of Mousavi,Political,Invalid Site
مهدیه_گلرو,Mahdieh Golrou,Student and women's rights activist. She was arrested after the 2009 election ,Political,Invalid Site
میترا_عالی,Mitra Aali,Medical student and green movement supporter,Political,Invalid Site
امیر_خرم,Amir Khorram,A political activist who has been in and out of prison due to his continued participation in protests,Political,Invalid Site
روزبه_حسین_تهرانی,Rozbi Hosein Tehrani,A political activist who was incarcerated at Evin prison along with his brother Ramin,Political,Invalid Site
ابراهیم_نبوی,Ebrahim Nabavi,Political activist who was incarcerated on two occasions for criticizing the Islamic Republic,Political,Invalid Site
امیر_خسرو_دلیر_ثانی,Amir Khosrow Dalirsani,"A nationalist/religious activist who has protested, been imprisoned, taken hunger strikes",Political,Invalid Site
بهاره_هدایت,Bahareh Hedayat,Student activist and political prisoner who has protested for women's rights and the 2009 elections,Political,Invalid Site
پیروز_دوانی,Pirouz_Davani,Was an Iranian leftist activist and editor of the Pirouz newspaper. He disappeared on 28 August 1998 while leaving his residence in Tehran. Some have suggested that Davani was murdered.,Political,Invalid Site
زینب_جلالیان,Zainab Jalalian (d. 2009),An activist who worked with the PKK and was later tried and sentenced to death for her involvements,Political,Invalid Site
محمدعلی_حاج‌آقایی,Mohammad Ali Hajaghaei,Charged with MEK connections in 1980's and arrested post-2009. He was executed at Evin,Political,Invalid Site
فرزاد_کمانگر,Farzad Kamangar (d. 2010),"An activist, journalist, and teacher who was charged with working with the PKK and was executed",Political,Invalid Site
حسام_فیروزی,Hoosam Firoozi (d. unknown),"A medical doctor who was charged with harboring Ahmad Batebi, and was re-arrested and tortured in 2009",Political,Invalid Site
حشمت_طبرزدی,Heshmatollah Tabarzadi,"A political activist, with 30 years experience, who has been critical of Khamenei",Political,Invalid Site
محسن_دکمه‌چی,Mohsen Dakmechi (d. 2011),A bazaar merchant who financially supported the families of political prisoners and whose death is unofficially linked to that,Political,Invalid Site
پروین_دارابی,Parvin Darabi,Political and women's rights activist and author since her sister Homa's self emulation protest,Political,Invalid Site
رضا_مظلومان,Reza Mazluman (d. 1996),A professor and politician who was a strong opponent of the Islamic Republic and went into exile as a result and was later murdered in France,Political,Invalid Site
سیاوش_کسرایی,Siavash Kasraei (d. 1996),A poet and supposed member of the Tudeh Party was exiled in '84,Political,Invalid Site
سروش_کتیبه,Soroush Katibeh (d. 1991),A member of the National Resistance Movement of Iran who was murdered while in Paris,Political,Invalid Site
ابوالفضل_عابدینی,Abolfazl Abedini,Human rights activists and former member of the Pan Iranist Party is currently in prison on charges of propaganda against the regime,Political,Invalid Site
داریوش_فروهر,Dariush Faruhar (d. 1998),"A member of the Iran Nation Party and the National Front of Iran, two political parties that were in opposition to the Islamic Republic",Political,Invalid Site
ان_کولتر,Ann Coulter,A conservative journalist who is outspoken against Islam and Iran,Political,Invalid Site
اعظم_طالقانی,Azam Taleghani,"Head of the Society of Islamic Revolution Women of Iran, Taleghan is perhaps best known for trying to run for President in 1997",Political,Invalid Site
فریده_ماشینی,Farideh Mashini (d. 2012),Member of the Islamic Iran Participation Front who was a strong activist for women's rights,Political,Invalid Site
سعید_نورمحمدی,Saeed Nour Mohamadi,"A very active member of Khatami's party, the Islamic Iran Participation Front, which has resulted in multiple arrests",Political,Invalid Site
زهرا_اشراقی,Zahra Ashrafi,"A feminist, human rights activist, and politician who is married to Khatami and is the grandchild of Komeini ",Political,Invalid Site
احسان_هوشمند,Ehsan Hooshmand,An activist who participated in the 2009 protests,Political,Invalid Site
مریم_قربانی_فر,Maryam Ghorbanifar,Women and children's rights activists and member of youth branch of the Participation Front. She was arrested post-2009,Political,Invalid Site
محمدصادق_ربانی,Mohammad Rabbani,Retired faculty member of Tehran University and the National Peace Council Executive Committee arrested in 2009 Ashura protest,Political,Invalid Site
محمدرضا_علی‌زمانی,Mohammad-Reza Ali-Zamani,Activist with the Iran Monarchy Committee convicted of moharebeh and executed on 28 January 2010,Political,Invalid Site
اکبر_محمدی_(فعال_دانشجویی),Akbar Mohammadi (d. 2006),A college student who participated in the protests against the closing of the Salam newspaper,Political,Invalid Site
مجید_دری,Majid Dori,A student and political activist who supported Karroubi in 2009 and protested the results which lead to his incarceration ,Political,Invalid Site
احسان_عبده_تبریزی,Ehsan Abdo Tabrizi,"Student activist who criticized and protested against the regimes leadership while in school overseas and upon his return was arrested, charged, and incarcerated",Political,Invalid Site
فرشته_علیزاده,Fereshteh Alizadeh (d. 1999),A student who was kidnapped and killed by security forces during the dormitory attacks of '99,Political,Invalid Site
مجید_توکلی,Majid Tavakoli,"A student and human rights activist, and political prisoner whose been in and out of prison for his activist work against the regime",Political,Invalid Site
عباس_عبدی,Abas Abdi,A journalist and political activist whose been incarcerated for criticizing Rafsanjani and for spying,Political,Invalid Site
داریوش_جلالی,Dariush Jalali,A student activist and political prisoner for his involvement in two protests ,Political,Invalid Site
میلاد_اسدی,Milad Asadi,Student leader and activist ,Political,Invalid Site
منوچهر_محمدی,Manouchehr Mohammadi ,Student activist involved on18 Tir. He is the brother of student activist Akbar Mohammadi who passed away in prison,Political,Invalid Site
پگاه_آهنگرانی,Pegah Ahangarani,Iranian actress who supported Mousavi and was arrested,Political,Invalid Site
مارینا_نعمت,Marina Nemat,"According to Nemat she served two years in prison before escaping to Canada, she's the author of Prisoner of Tehran",Political,Invalid Site
زیبا_ناوک,Zeba Navak,An Iranian author who has written many non-fiction books,Political,Invalid Site
محمدجعفر_پوینده,Mohammad-Ja'far Pouyandeh,Author and chain murder victim,Political,Invalid Site
فخرالسادات_محتشمی‌پور,Fakhrosadat Mohtashamipour,Member of the Islamic Iran Participation Front who participated in the 2009 protests and was subsequently imprisoned,Political,Invalid Site
حسین_رونقی,Hossein Ronaghi,Activist and blogger who has been imprisoned and tortured for his active stance on internet freedom,Political,Invalid Site
فریبرز_شمشیری,Fariborz Shamsheri,A blogger who reported on updates during the 2009 protests - he is also an atheist,Political,Invalid Site
نماد_سبز,Green symbol,On the history of green movement's symbolic green colour and its proponent and opponent,political,Invalid Site
سید_محمدحسین_کاظمینی_بروجردی,Syed Mohammad Hossein Boroujerdi,A cleric who opposes the idea of a Supreme Leader and supports the idea of separation of church and state,Political,Invalid Site
حسینعلی_منتظری,Grand Ayatollah Hosein Ali Montazeri (d. 2009),A major religious figure who was originally picked as Khomeini's successor until his views clash with the Islamic Republic's,Political,Invalid Site
محسن_کدیور,Mohsen Kadivar,A cleric whose criticism of the regime and Khamenei has sent him to prison and he now lives in America ,Political,Invalid Site
مهدی_کروبی,Mehdi Karroubi,2009 Candidate and Green Movement leader under house arrest,Political,Invalid Site
محمدعلی_ابطحی,Mohammad-Ali Abtahi,Former Iranian vice president and political prisoner,Political,Invalid Site
عملکرد_سید_علی_خامنه‌ای_و_سازمان‌های_تابعه,Khamenei's government,A description of how the Islamic Republic has been governed under his rule,Political,Invalid Site
سید_احمد_خاتمی,Syed Ahmad Khatami,"No relation to President Khatami, a strong supporter of the regime and a member of multiple governmental bodies",Political,Invalid Site
آیت_الله_بیات_زنجانی,Ayatollah Bayat Zanjani,"In the wake of the 2009 protests, Zanjani supported the Protesters and subsequently Mousavi",Political,Invalid Site
آیت_الله_صانعی,Ayatollah Sanei,"In the wake of the 2009 protests, Sanei supported the protesters and criticized certain branches of the regime",Political,Invalid Site
هادی_غفاری,Hadi Ghaffari,"Critical cleric, former MP / post-2009",Political,Invalid Site
محمود_امجد,Mahmoud Amjad,Dissident cleric,Political,Invalid Site
سید_علی‌محمد_دستغیب,Syed Ali Mohammad Dastgheib,A cleric and high ranking official within the regime who was critical of the severity of crackdowns during the protests,Political,Invalid Site
حبیب‌الله_آشوری,Habibollah Ashuri (d. 1981),A clergyman and former MKO member who has spoken out against the Shah and the IRI,Political,Invalid Site
سید_حسن_خمینی,Syed Hassan Khomeini,Grandson of Khomeini who has been cautiously critical of certain figures within the regime,Political,Invalid Site
احمد_خمینی,Ahmad Khomeini (d.1994),"Khomeini's second son, whose death is surrounded with controversy to this day",Political,Invalid Site
اکبر_هاشمی_رفسنجانی,Akbar Hashemi Rafsanjani,A former president and prominent political figure within the regime,Political,Invalid Site
آیت_الله_خمینی,Ayatollah Khomeini,The father of the Islamic Republic,Political,Invalid Site
احمد_منتظری,Ahmad Montazeri,"Son of Ayatollah Montazeri, was an activist during the 2009 protest and was arrested",Political,Invalid Site
محمد_خاتمی,Mohammad Khatami,Former president of Iran and member of the reformist camp who has a long history of quarrels with the ruling elite,Political,Invalid Site
محمود_طالقانی,Mahmoud Taleghani,Pro-democracy cleric part of the 1979 revolution. Founder of the Freedom Movement,Political,Invalid Site
حسن_یوسفی_اشکوری,Hasan Yousefi Eshkevari,"A cleric, journalist, and scholar who in 2000 made some blasphemous statements [according to the Islamic Republic]",Political,Invalid Site
محمدتقی_مصباح_یزدی,Mohammad-Taqi Mesbah-Yazdi,Ultra conservative cleric and member of the Assembly of Experts,Political,Invalid Site
سید_علی‌رضا_بهشتی_شیرازی,Syed Alireza Beheshti Shirazi,"A professor, journalist, and politician who advised Mousavi in 2009 and subsequently was arrested ",Political,Invalid Site
علی_فلاحیان,Ali Fallahian,"A representative of the Assembly of Experts, Fallahian has a number of Interpol arrest warrants for crimes against human life",Political,Invalid Site
علی_خامنه‌ای,Ali Khamenei,"A full biography of the second, and current, Supreme Leader of the Islamic Republic of Iran",Political,Invalid Site
صادق_لاریجانی,Sadegh Larijani,From the powerful Larijani family and head of Iran's judiciary,Political,Invalid Site
روح‌الله_حسینیان,Ruhollah Hoseiniyan,A clergyman and judge with a storied career within the Islamic Republic resigned from parliament shortly after Ahmadinejad was reelected,Political,Invalid Site
کاظم_دارابی,Kazem Darabi ,Iranian in Germany convicted of being the leader Mikonos killings in Berlin,Political,Invalid Site
بیژن_فاضلی,Bijan Fazeli (d. 1986),"Son of actor Reza Fazeli, a critic of the Islamic Republic, Bijan was killed due to bomb explosion in his store in London",Political,Invalid Site
رامین_پوراندرجانی,"Ramin Pourandarjani 
(d. 2009)","A medical doctor who treated patients at Kahrizak prison but was brought up on charges of malpracice, and whose own death is shrouded in mystery",Political,Invalid Site
فریبرز_رئیس‌دانا,Fariborz Reisdana,An economist and activist who criticised the regimes handling of the economy on BBC and was arrested upon returning to Iran,Political,Invalid Site
ترور_میکونوس,The Mikonos assassinations,"In 1992 in Berlin, Germany a number of individuals who are in opposition to the IRI were murdered during their meeting at the Mikonos restaurant",Political,Invalid Site
تشییع_عزت‌الله_سحابی,Ezzatollah Sahabi's funeral,The day of Sahabi's funeral a series confrontation occurred between the bereaved and government forces,Political,Invalid Site
پرونده_نشریه‌های_جعلی_دانشگاه_امیرکبیر,The case of fake Amir Kabir University publications,"After Amir Kabir university student protest Ahmadinejad visit in 2007, fake student publications were printed with cartoons of Ayatollah Khamenei, the Basij protested these publications. However, Amir Kabir's Islamic Student Association denied publishing these cartoons and stated that the publication was copied and fake.  Several student were arrested, tortured, and charged for these publications",Political,Invalid Site
مرگ_و_تشییع_حسین‌علی_منتظری,"Hussien Ali Montazeri's death and funeral

",Events around the death of famous dissident Ayatollah,Political,Invalid Site
ژانویه_۲۰۱۰,January 2010,"A wikipedia page on the events on January 2010, including reactions to Mir Hossei Mousavi's statement",Political,Invalid Site
مه_۲۰۱۰,May_2010,"Page on the event of May 2010, including the arrest of IRGC spies in Kuwait, International Labor Day, Ahmad Zeidabadi's description of an interrogation, and Rafsanjani's defense of his Friday prayer speech  ",Political,Invalid Site
نماز_جمعه_تهران_(۲۶_تیر_۱۳۸۸),Tehran Friday Prayer (26 Tir 1388),The first and last Friday prayer of Hashemi Rafsanjani since the 2009 election. ,Political,Invalid Site
اعدام_زندانیان_سیاسی_(تابستان_۱۳۶۷),The 1988 execution of political prisoners,In the summer of 1988 a number of political prisoners were executed on the orders of Khomeini,Political,Invalid Site
محمد_نوری‌زاد,Mohammad Nourizad,"Film maker, former journalist for Kayhan arrested after publicly urging Khamanei to apologize for post-2009 violence",Political,Invalid Site
ماجرای_دستگیری_و_محاکمه_جعفر_پناهی,Jafar Panahi's arrest and trial,"After supporting the 2009 Protesters, Iranian film director Panahi was banned from film-making for 20 years and sentenced to 6 years in prison",Political,Invalid Site
نهضت_آزادی_ایران,Iranian Freedom Movement,Long standing Iranian democratic religious-nationalist political movement/party,Political,Invalid Site
خانهٔ_شیخ_الاسلامی_کسکن,Sheikh Kaskan residence,During the Qajar and Pahlavi era this location housed the Kaskan family,Political,Invalid Keyword
حبس_خانگی_میرحسین_موسوی،_مهدی_کروبی_و_همسرانشان,House arrest of Mousavi & Karroubi,"As a result of the Green Movement, Mousavi and Karroubi were placed on house arrest amidst international opposition",Political,Invalid Site
گورستان_خاوران,Gourestan Khavaran,Khavaran Cemetery is an unmarked mass grave for the 1988 execution of political prisoners ,Political,Invalid Site
حسین_برازنده,Hosein Barazande (d. 1995),An engineer and Quran teacher who was one of the victims of the chain murders,Political,Invalid Site
فریبا_پژوه,Fariba Pejveh,A journalist who participated in the 2009 protests and was imprisoned on charges of espionage and propaganda,Political,Invalid Site
فرج_سرکوهی,Faraj Sarkouhi,"A prominent before the revolution since then he was banned, arrested, and exiled",Political,Invalid Site
اکبر_گنجی,Akbar Ganji,An author and journalist who has spoken out against the chain murders of Iran and the validity of the Quran,Political,Invalid Site
﻿﻿ابراهیم_زال‌زاده,Abraham Zalzadh (d. 1997),A journalist and author who was a victim of the chain murders,Political,Invalid Site
مولود_بهرامیان,Moloud Bahramian ,Kurdish blogger and journalist,Political,Invalid Site
هنگامه_شهیدی,Hengameh Shahidi,Journalist and Karroubi advisor ,Political,Invalid Site
کریم_ارغنده‌پور,Karim_Orghondehpour,Reformist politician and journalist,Political,Invalid Site
عیسی_سحرخیز,Issa Saharkhiz,"Imprisoned journalists, activist ",Political,Invalid Site
هوشنگ_اسدی,Houshang Asadi,Journalist and activist ,Political,Invalid Site
دادگاه_متهمان_حوادث_پس_از_انتخابات_دهم_ریاست_جمهوری_ایران,Trial of the velvet revolution defendants,A mass trial took place in 2009 against the opposition of the Iranian presidential elections,Political,Invalid Site
دادگاه_ویژه_روحانیت,Special Court for the Clergy,A branch of Iran's judiciary that is independent from the constitution and is ran by the Supreme Leader to control the clerical establishment,Political,Invalid Site
تاریک‌خانه_اشباح_(کتاب),Darkhouse Ghosts (book),"Authored by Akbar Ganji, this book discusses how Iran can only improve through democratic growth",Political,Invalid Site
غلامعلی_اویسی,Gholam Ali Aveisi (d. 1984),A desecrated military commander under the Shah who was a victim of the chain murders when in Paris,Political,Invalid Site
راه_سبز_امید,Green Hope,A social networking organization inspired by the Green Movement and dedicated to the implementation of the constitution,Political,Invalid Site
پیام_نوروزی_رهبران_جنبش_سبز_(۱۳۸۹),Green Movement leader's New Year message (1389),--------------,Political,Invalid Site
جنبش_سبز,Green Movement,A series of protests in response and as a result of the 2009 presidential election results,Political,Invalid Site
شعارنویسی_جنبش_سبز,Green Movement chants,A list of all the different chants Protester would say while protesting,Political,Invalid Site
منشور_جنبش_سبز,Green Movement charter,"Mir Hossein Mousavi's statement on the goals,tactics, and the identity of Green Movement   ",Political,Invalid Site
روبان_سبز,Green ribbon,A ribbon symbolizes many things around the world but most recently it represents the Green Movement in Iran,Political,Invalid Site
جنبش_مسلمانان_مبارز,Militant Islamic Movement,A movement in the 1960's and partially after the 2009 elections with a focus on political issues,Political,Invalid Site
اصلاح‌طلبان_ایران,Reformist of Iran,One of the leading opposition parties inside Iran with key members unofficially carrying the Green Movement flag,Political,Invalid Site
فریدون_فرخزاد,Fereydoun Farokhzad (d. 1992),"A famous musician and actor, pre-revolution, who fled to Germany where he was later a victim of the chain murders",Political,Invalid Site
سرود_ملی_اسرائیل,National Anthem of Israel,The national song of Israel with the lyrics provided,Political,Invalid Site
علی‌اکبر_حیدری‌فر,Aliakbar Heidarifar,"A prosecutor whose sent individuals to the Kahrizak detention center and was later arrested on charges of unauthorized use of a weapon, and possession of narcotics",Political,Invalid Site
عزیزالله_رجب‌زاده,Azizollah Rajabzadeh,Head of Crisis Prevention and Management in Tehran and former chief of police whose known for his interrogation tactics and attacks on protesters,Political,Invalid Site
حسین_طائب,Hosein Tayb,"A notorious career as a commander of the Basij, especially his crackdowns during the 2009 protests",Political,Invalid Site
محمدرضا_نقدی,Mohammadreza Naghdi,Commander of the Basij paramilitary force,Political,Invalid Site
مجاهدین_خلق,People's Mojahedin of Iran,A militia and political opposition ,Political,Invalid Site
مریم_فیروز,Mayam Firouz,Member of Tudeh Party and founder of its women organization,Political,Invalid Site
شورای_هماهنگی_راه_سبز_امید,Coordinating Council of the Green Path of Hope,An organization formed by Mousavi in 2009 to coordinate continued protests,Political,Invalid Site
حزب_کمونیست_ایران_(دهه_۱۹۲۰),Communist Party of Iran (1920),A communist party that was active in Iran up until the mid 1920's,Political,Invalid Site
حزب_کمونیست_کارگری_ایران,Workers Communist Party of Iran,A political party with strong positions against the Islamic Republic and more of a focus on the workers,Political,Invalid Site
کانون_نویسندگان_ایران,The writers association of Iran,Association representing writers and promoting free expression,Political,Invalid Site
مجمع_مدرسین_و_محققین_حوزه_علمیه_قم,Assembly of Qom Seminary Teachers and Researchers,A group of reformists,Political,Invalid Site
مجمع_روحانیون_مبارز,Association of Combatant Clergymen,"A political and religious organization consisting of the reformist group, including Karroubi and Khatami",Political,Invalid Site
جبهه_مشارکت,Islamic Iran Participation Front,A political party inside Iran founded in 1998 by Khatami with a reformist philosophy,Political,Invalid Site
سازمان_مجاهدین_انقلاب_اسلامی,Mojahedin of the Islamic Revolution,"Reformist Party
",Political,Invalid Site
شورای_فعالان_ملی-مذهبی_ایران,Nationalist-Religious Coalition of Iran,A group of political activists who advocate similar ideas as the reformist camp,Political,Invalid Site
انصار_حزب‌الله,Ansar-e Hezbollah,A pressure group - similar to the basij - that has helped the Islamic Republic crack down on any oppositional threat,Political,Invalid Site
لباس_شخصی,Plain Cloths,Article about plain cloths semi-official forces like the Basij,Political,Invalid Site
پایگاه_بسیج_مقداد,Basij mobilization base,A temporary location near Azadi Square used to shoot protesters during the 2009 protests,Political,Invalid Site
دفتر_تحکیم_وحدت,Office of Consolidating Unity/Daftar-e Tahkim-e Vahdat,A student organization that has been operating since the revolution and know as a pro-democracy group,Political,Invalid Site
حزب_اعتماد_ملی,National Trust Party,The political party ticket Karroubi ran on in the 2009 Presidential elections,Political,Invalid Site
پیامدهای_اعلام_نتایج_انتخابات_ریاست_جمهوری_ایران_(۱۳۸۸),Implications of the announcement of the 2009 election results,2009-2010 Iranian election protests,Political,Invalid Site
نقد_گفتار_محمود_احمدی‌نژاد,Criticism of Mahmoud Ahmadinejad's speeches,--------------,Political,Invalid Site
دی_۱۳۸۹,January 2011,A break down of top news stories of each day of Iran's calendar month of Dey,Political,Invalid Site
علی_وکیلی‌راد,Ali Vakili Rad,The murderer of Bakhtiar in France who was freed back to Iran after a prisoner exchange,Political,Invalid Site
غلامحسین_محسنی_اژه‌ای,Gholam Hossein Mohseni Ejei,"A politician, cleric, and judge who was involved in the chain murders and had conflicts with Ahmadinejad",Political,Invalid Site
خسرو_براتی,Khorsro Barati,An assassin during the chain murders who killed four people and was later tried and convicted,Political,Invalid Site
مهرداد_عالیخانی,Mehrdad Alikhani,One of the influential figures in the implementation of the chain murders,Political,Invalid Site
مصطفی_کاظمی_(قاتل),Mostafa Kazeim (Murderer),Member of the ministry of intelligence and prime suspect for the serial killings.   ,political,Invalid Site
سعید_امامی,Saeed Imami (d. 1999),A former senior official on Iran's intelligence service who was one of the individuals responsible for the chain murders,Political,Invalid Site
اسماعیل_احمدی‌مقدم,Esmail Ahmadi Moghadam,Chief of Iran's National Police Forces has used excessive measures of suppression throughout his tenure,Political,Invalid Site
علی_شکوری‌راد,Ali Shakuri Rad,Former MP and member of the Islamic Iran Participation Front whose incarceration spurred protests,Political,Invalid Site
علی_تاجرنیا,Ali Tajarnia,Former MP who supported Mousavi in 2009 and was imprisoned as a result and received 74 lashes for insulting Ahmadinejad,Political,Invalid Site
علی_مطهری,Ali Motahari,An MP and a conservative who throughout his career has been critical of certain politicians and argued for a harsher stance against the 2009 protesters,Political,Invalid Site
عبدالعلی_بازرگان,Abdulali Bazargan,A journalist and writer who was critical of the Pahlavi's and the Islamic Republic and has been imprisoned under both regimes,Political,Invalid Site
محسن_سازگارا,Mohsen Sazegara,Former translator for Khomeini and member of the IRGC whose been imprisoned twice for acting against national security,Political,Invalid Site
مجتبی_واحدی,Mojtaba Vahedi,A writer and political reformer who was a senior advisor to Karroubi and a critic of Khamenei,Political,Invalid Site
